date,review,rating,isEdited,userName,title,developerResponse,App_Name
2020-03-20 04:05:57,"It’s been over 2 weeks you can’t see your ID card I called Aetna and they don’t know what’s going on the app only says technical
Difficulties come back but does not give explanation. 
It’s unprofessional and unaccepted.",1,False,Rosa mexicana,Poor app,"{'id': 14148593, 'body': 'Hello, Rosa. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to fix the ID card issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G.', 'modified': '2020-03-20T19:29:26Z'}",Aetna Health 
2020-03-08 19:29:32,"This system is very confuse.  It’s not clear how to submit a claim. If I have to do it calling or using the system, for example. I am a new user, and for me is Benin difficult to understand this functionality",1,False,cpem43,Clarification,,Aetna Health 
2019-12-07 17:15:01,"I do like a couple of the new features compared to the previous app, but they pale in comparison to what we’ve lost. This app is useless if you put it up against the previous version.",1,False,Akoegler,Not as useful,"{'id': 12323043, 'body': ""Hello, Akoegler. We appreciate your feedback and care about your Aetna Health app experience. We'll continue adding more features in the future so check back often for new updates. Thanks! Rick G.\n"", 'modified': '2019-12-10T17:46:59Z'}",Aetna Health 
2019-03-05 03:25:25,What’s the point of having an app if it doesn’t work? I’ve only had this app for about 2 weeks and have only been able to use it efficiently once.,1,False,guudbye,App Issues,"{'id': 7590255, 'body': 'Hello guudbye, Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cheryl M.', 'modified': '2019-03-05T22:30:38Z'}",Aetna Health 
2023-06-27 18:22:16,"A doctor listed as in network was actually not in net work, so I wasted two hours driving to the doctor!!!",1,False,HP Spectre 1,Wrong information!!!!!,,Aetna Health 
2022-04-15 15:20:41,I had major issues down loading documents.. then u can not view the documents so u can see them. I have no idea what u sent.,1,False,nikitarn69,Worst we’d site ever!,"{'id': 29236551, 'body': 'Hello, nikitarn69. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’ll be happy to assist with any issues you may be having with the app. I look forward to hearing from you. Thanks! Cindy K.', 'modified': '2022-04-18T14:29:20Z'}",Aetna Health 
2019-07-06 14:39:44,I love that I can see claims and account balances straight from my app!!!  Great job Aetna!!,5,False,dunmoremom,Awesome App,,Aetna Health 
2021-11-24 22:46:42,"I can’t find what I’m looking for. Navigation is worse than terrible. I’m somewhat computer savvy, but this is ridiculous. What about the computer illiterate?",1,False,ahathisnametoo,App logic,"{'id': 26591539, 'body': 'Hello, ahathisnametoo. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’ll be happy to assist with any issues you may be having with the app. I look forward to hearing from you. Thanks! Cheryl M.', 'modified': '2021-12-02T00:05:20Z'}",Aetna Health 
2021-03-29 21:36:05,My doctors have sent prescriptions 3 times to different numbers and you still can’t fill my prescriptions.  I do not understand why you make it so difficult,1,False,Fedup exfoxfan,Pharmacy is a nightmare,"{'id': 21974259, 'body': 'Hello Fedup exfoxfan, Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into your prescription issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G', 'modified': '2021-03-31T14:50:16Z'}",Aetna Health 
2021-02-27 16:16:57,"You cannot submit a claim or check messages through the app. The desktop site is hostile enough towards the user, the app which should simplify these processes, does not.",1,False,wavetraced,Almost useless,,Aetna Health 
2021-01-15 00:40:38,Put all my info in and it then asks me to log in with my user name and password. I NEVER CREATED ONE!  Just takes me back to the setup.  What a piece of crap.  Hopefully the health plan works better than this app.,1,False,Ohionative,Can’t create an account,"{'id': 20516949, 'body': 'Hello, Ohionative. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K.', 'modified': '2021-01-20T02:40:07Z'}",Aetna Health 
2020-10-17 15:15:16,"The provider lists are faked. Providers listed don’t practice anymore, never signed up for the list, or ended up on the list from years earlier.",1,False,JH82198,Falsified provider lists. Legally questionable lack of payment based on Medicare rates.,,Aetna Health 
2020-08-29 03:14:05,"Every time I try to log in to the app, I get a temporarily unavailable message. It then directs me to the website. Not sure why I need the app, if I can only go through the website.",1,False,HighwayStar2002,Pretty much useless,"{'id': 17613611, 'body': 'Hello, HighwayStar2002. We care about your Aetna Health app experience. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’ll be happy to assist with any issues you may be having with the app. Look forward to hearing from you. Thanks! Rick G.', 'modified': '2020-08-31T22:25:21Z'}",Aetna Health 
2020-07-14 18:27:25,"They transfer 3 times a call and after 30 mins waiting , they told me I have to reach duele a teledoc appointment just to get my prescription to be resend.",1,False,applicant12345,reschedule a visit. Paying again and going though,,Aetna Health 
2020-05-27 23:04:54,"I can’t even rate the app because it just sits and swirls and never does anything.  I can’t even get my ID card.  

I tried it on two different phone and it just doesn’t work.  

I have to give it an F for failure.",1,False,rogue vachon,Aetna app blows.,"{'id': 15633854, 'body': 'Hello, rogue vachon. We care about your Aetna Health app experience. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’ll be happy to assist with any issues you may be having with the app. I look forward to hearing from you. Thanks! Cindy K.', 'modified': '2020-05-28T17:31:22Z'}",Aetna Health 
2020-04-07 13:15:37,"I have not been able to access my Aetna ID cards via app. I’m continuously getting an error message. I would greatly appreciate a response and/or having the issues fixed.

Dacella Capers",1,False,Dacella,ID cards,"{'id': 14572838, 'body': 'Hello, Dacella. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into your ID card issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Rick G.', 'modified': '2020-04-09T17:15:31Z'}",Aetna Health 
2020-02-27 16:12:17,You’re website keeps saying there is an error come back soon. This has been going on for over a week now.,1,False,astalma,Poor website. Doesn’t work.,"{'id': 13766927, 'body': 'Hello, asthma. We care about your Aetna Health app experience. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’ll be happy to assist with any issues you may be having with the app. Look forward to hearing from you. Thanks! Rick G.', 'modified': '2020-02-28T18:25:54Z'}",Aetna Health 
2020-01-02 13:47:55,It’s taking very long to load member information.,3,False,MM2050,App - slow,,Aetna Health 
2019-10-15 13:29:04,"I get that the web platform intended for the laptop is going to be different than the app version, but there is not continuity.",2,False,pnowos,Not intuitive,,Aetna Health 
2019-09-23 15:21:36,The ID cards are too small and the app doesn’t allow you to zoom in on them.  That needs to be fixed ASAP,2,False,Panguitch02,ID Cards,"{'id': 10872491, 'body': ""Hello, Panguitch02. We appreciate your feedback and care about your Aetna Health app experience. We'll continue adding more features in the future so check back often for new updates. Thanks! Cindy K."", 'modified': '2019-09-24T22:03:20Z'}",Aetna Health 
2022-12-29 19:11:00,It explains a lot,5,False,abana222,Helps a lot,,Aetna Health 
2019-04-10 15:48:20,"I have had an issue now for over 2 weeks with claims not being applied to my deductible, which I actually met on 2/1.  I am quite frustrated that this has not been resolved.",1,False,11111211112212,Claims and deductible,"{'id': 8191934, 'body': 'Hello there, Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue with your deductible. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K.', 'modified': '2019-04-14T00:56:51Z'}",Aetna Health 
2023-11-04 02:43:42,I can add RX scripts to the cart but can’t check out. Now I have to call and be on hold for 30 min because the app won’t work.,1,False,viz50,Not user friendly,"{'id': 40017668, 'body': 'Hi viz50. We care about your Aetna app experience. If you’ll contact me at \r\naetnahealth-appsupport@aetna.com, I’ll work with you to get you up and running. \r\nI look forward to working with you. Greg H', 'modified': '2023-11-09T00:33:04Z'}",Aetna Health 
2023-03-06 00:04:32,Please change the birthday year to a scroll… It takes forever with the calendar months…,1,False,Greanfroge,Birthday year,,Aetna Health 
2022-10-13 16:35:39,The itemized doctor / lab visits are convenient to see.,5,False,Muffin cats for life!!!,App Ease,,Aetna Health 
2022-12-12 22:35:44,"My eye surgery was denied. Not only do I have to tape my eyelids open to see properly, I often have lift my lids manually to see. They stretched with incredible fluid retention and failed the vision test. Step up Aetna!",1,False,araqna,Pre-auth denial,,Aetna Health 
2020-03-11 22:22:29,I just downloaded the new update and Face ID works!,5,True,Jakf124,Face ID,"{'id': 13883461, 'body': 'Hello, Jakf124. We appreciate your feedback. Our engineers are working on a fix. This will be deployed in our next release. Our email address is AetnaHealth-AppSupport@aetna.com if you have any further questions. Thanks! Cindy K.', 'modified': '2020-03-06T01:05:40Z'}",Aetna Health 
2021-10-12 19:54:48,"is useless. It only shows the member ID and name. It is missing all phone numbers, BIN#, Teladoc info, and all back of card wording.",2,False,AmeriAsian,ID Card in Wallet for iPhone,,Aetna Health 
2021-03-02 07:51:00,In the middle of a medical emergency it would be really neat if I didn’t have to type in a user name and password.,3,False,micfr,Please include facial recognition,,Aetna Health 
